nr,archived_at,player_id,player,position,team,market_value,season_points,matchday_points,avg_matchday_points,matchday_points_per_mio,season_seconds,matchday_seconds,prob,status,acquired,purchase_price,final
1,2026-09-02T08:49:13+02:00,2300,Stanišić,ABW,Bayern,17822477,43,43,43.0,2.4,1298,1298,3,fit,,,
2,2026-09-07T23:27:17+02:00,2300,Stanišić,ABW,Bayern,17822477,43,0,21.5,0.0,1298,0,3,fit,,,
1,2026-09-02T08:49:13+02:00,2301,Batista Meier,MF,Paderborn,4464519,0,0,0.0,0.0,0,0,4,fit,,,
2,2026-09-07T23:27:17+02:00,2301,Batista Meier,MF,Paderborn,4464519,-11,-11,-5.5,-2.5,1233,1233,4,fit,,,
2,2026-09-07T23:27:17+02:00,2302,Jeong,MF,Union Berlin,4679379,68,7,34.0,1.5,3876,1938,3,fit,,,
1,2026-09-02T08:49:13+02:00,2358,Krauß,MF,Köln,8520265,74,74,74.0,8.7,5440,5440,2,fit,,,
2,2026-09-07T23:27:17+02:00,2358,Krauß,MF,Köln,8520265,118,44,59.0,5.2,10881,5441,2,fit,,,
1,2026-09-02T08:49:13+02:00,2366,Davies,ABW,Bayern,14369784,153,153,153.0,10.6,5104,5104,3,fit,,,
2,2026-09-07T23:27:17+02:00,2366,Davies,ABW,Bayern,14369784,354,201,177.0,14.0,10209,5105,3,fit,,,
1,2026-09-02T08:49:13+02:00,237,Neuer,TW,Bayern,14761808,145,145,145.0,9.8,5754,5754,2,fit,,,
2,2026-09-07T23:27:17+02:00,237,Neuer,TW,Bayern,14761808,242,97,121.0,6.6,11508,5754,2,fit,,,
1,2026-09-02T08:49:13+02:00,2373,Kabak,ABW,Hoffenheim,23687075,201,201,201.0,8.5,5364,5364,1,fit,,,
2,2026-09-07T23:27:17+02:00,2373,Kabak,ABW,Hoffenheim,23687075,267,66,133.5,2.8,10729,5365,1,fit,,,
1,2026-09-02T08:49:13+02:00,2383,Schlotterbeck,ABW,Dortmund,24123311,0,0,0.0,0.0,0,0,4,Aufbautraining,,,
2,2026-09-07T23:27:17+02:00,2383,Schlotterbeck,ABW,Dortmund,24123311,0,0,0.0,0.0,0,0,4,Aufbautraining,,,
1,2026-09-02T08:49:13+02:00,2395,Ryerson,ABW,Dortmund,25364676,80,80,80.0,3.2,5258,5258,1,fit,,,
2,2026-09-07T23:27:17+02:00,2395,Ryerson,ABW,Dortmund,25364676,198,118,99.0,4.7,10516,5258,1,fit,,,
1,2026-09-02T08:49:13+02:00,2399,Maloney,MF,Mainz,2555912,0,0,0.0,0.0,0,0,5,fit,,,
2,2026-09-07T23:27:17+02:00,2399,Maloney,MF,Mainz,2555912,23,23,11.5,9.0,312,312,5,fit,,,
1,2026-09-02T08:49:13+02:00,2400,Trimmel,ABW,Union Berlin,2526648,0,0,0.0,0.0,0,0,4,fit,,,
2,2026-09-07T23:27:17+02:00,2400,Trimmel,ABW,Union Berlin,2526648,-6,-6,-3.0,-2.4,1194,1194,4,fit,,,
1,2026-09-02T08:49:13+02:00,2445,Funk,TW,Stuttgart,1975537,0,0,0.0,0.0,0,0,5,fit,,,
2,2026-09-07T23:27:17+02:00,2445,Funk,TW,Stuttgart,1975537,0,0,0.0,0.0,0,0,5,fit,,,
1,2026-09-02T08:49:13+02:00,2449,Hwang,ST,Schalke,4705993,0,0,0.0,0.0,0,0,5,fit,,,
2,2026-09-07T23:27:17+02:00,2449,Hwang,ST,Schalke,4705993,0,0,0.0,0.0,0,0,5,fit,,,
1,2026-09-02T08:49:13+02:00,2471,Schubert,TW,Paderborn,1787250,0,0,0.0,0.0,0,0,5,fit,,,
2,2026-09-07T23:27:17+02:00,2471,Schubert,TW,Paderborn,1787250,0,0,0.0,0.0,0,0,5,fit,,,
1,2026-09-02T08:49:13+02:00,2476,Lee,MF,Mainz,13184999,104,104,104.0,7.9,4698,4698,1,fit,,,
2,2026-09-07T23:27:17+02:00,2476,Lee,MF,Mainz,13184999,276,172,138.0,13.0,9397,4699,1,fit,,,
1,2026-09-02T08:49:13+02:00,2491,Skarke,MF,Union Berlin,5852452,140,140,140.0,23.9,1948,1948,3,fit,,,
2,2026-09-07T23:27:17+02:00,2491,Skarke,MF,Union Berlin,5852452,149,9,74.5,1.5,3896,1948,3,fit,,,
1,2026-09-02T08:49:13+02:00,2495,Boss,TW,Elversberg,1682615,0,0,0.0,0.0,0,0,5,fit,,,
2,2026-09-07T23:27:17+02:00,2495,Boss,TW,Elversberg,1682615,0,0,0.0,0.0,0,0,5,fit,,,
1,2026-09-02T08:49:13+02:00,2498,Baack,MF,Paderborn,2049445,12,12,12.0,5.9,1187,1187,5,fit,,,
2,2026-09-07T23:27:17+02:00,2498,Baack,MF,Paderborn,2049445,12,0,6.0,0.0,1187,0,5,fit,,,
1,2026-09-02T08:49:13+02:00,2536,Köbbing,TW,Köln,500000,0,0,0.0,0.0,0,0,5,fit,,,
2,2026-09-07T23:27:17+02:00,2536,Köbbing,TW,Köln,500000,0,0,0.0,0.0,0,0,5,fit,,,
1,2026-09-02T08:49:13+02:00,2552,Bülter,ST,Köln,5663453,19,19,19.0,3.4,774,774,4,fit,,,
2,2026-09-07T23:27:17+02:00,2552,Bülter,ST,Köln,5663453,33,14,16.5,2.5,1548,774,4,fit,,,
2,2026-09-07T23:27:17+02:00,2560,Sander,MF,M'gladbach,10019077,115,103,57.5,10.3,11691,5846,1,fit,,,
1,2026-09-02T08:49:13+02:00,2646,Becker,ST,Mainz,13477429,49,49,49.0,3.6,4099,4099,1,fit,,,
2,2026-09-07T23:27:17+02:00,2646,Becker,ST,Mainz,13477429,351,302,175.5,22.4,8198,4099,1,fit,,,
1,2026-09-02T08:49:13+02:00,2661,Diaby,ST,Leverkusen,25499629,0,0,0.0,0.0,0,0,3,fit,,,
2,2026-09-07T23:27:17+02:00,2661,Diaby,ST,Leverkusen,25499629,47,47,23.5,1.8,1570,1570,3,fit,,,
1,2026-09-02T08:49:13+02:00,2687,Nkunku,ST,Leipzig,25923037,111,111,111.0,4.3,3540,3540,2,fit,,,
2,2026-09-07T23:27:17+02:00,2687,Nkunku,ST,Leipzig,25923037,187,76,93.5,2.9,7080,3540,2,fit,,,
1,2026-09-02T08:49:13+02:00,2694,Stiller,MF,Stuttgart,32788536,25,25,25.0,0.8,5426,5426,1,fit,,,
2,2026-09-07T23:27:17+02:00,2694,Stiller,MF,Stuttgart,32788536,152,127,76.0,3.9,10853,5427,1,fit,,,
1,2026-09-02T08:49:13+02:00,2702,Martel,MF,Mainz,2556451,0,0,0.0,0.0,0,0,5,Aufbautraining,,,
2,2026-09-07T23:27:17+02:00,2702,Martel,MF,Mainz,2556451,0,0,0.0,0.0,0,0,5,Aufbautraining,,,
1,2026-09-02T08:49:13+02:00,2714,Beier,ST,Dortmund,22355617,165,165,165.0,7.4,5561,5561,2,fit,,,
2,2026-09-07T23:27:17+02:00,2714,Beier,ST,Dortmund,22355617,221,56,110.5,2.5,11123,5562,2,fit,,,
1,2026-09-02T08:49:13+02:00,2717,Skov,MF,Union Berlin,1440549,0,0,0.0,0.0,0,0,5,fit,,,
2,2026-09-07T23:27:17+02:00,2717,Skov,MF,Union Berlin,1440549,0,0,0.0,0.0,0,0,5,fit,,,
1,2026-09-02T08:49:13+02:00,2718,Skhiri,MF,Köln,7543532,46,46,46.0,6.1,2392,2392,3,fit,,,
2,2026-09-07T23:27:17+02:00,2718,Skhiri,MF,Köln,7543532,52,6,26.0,0.8,4784,2392,3,fit,,,
1,2026-09-02T08:49:13+02:00,2722,Osterhage,MF,Freiburg,2284985,0,0,0.0,0.0,0,0,5,angeschlagen,,,
2,2026-09-07T23:27:17+02:00,2722,Osterhage,MF,Freiburg,2284985,0,0,0.0,0.0,0,0,5,angeschlagen,,,
1,2026-09-02T08:49:13+02:00,2725,Bornauw,ABW,Hamburg,9451859,26,26,26.0,2.8,5715,5715,1,fit,,,
2,2026-09-07T23:27:17+02:00,2725,Bornauw,ABW,Hamburg,9451859,75,49,37.5,5.2,11430,5715,1,fit,,,
1,2026-09-02T08:49:13+02:00,2736,Bensebaini,ABW,Dortmund,15031660,0,0,0.0,0.0,0,0,3,angeschlagen,,,
2,2026-09-07T23:27:17+02:00,2736,Bensebaini,ABW,Dortmund,15031660,0,0,0.0,0.0,0,0,3,angeschlagen,,,
1,2026-09-02T08:49:13+02:00,2746,Schick,ST,Leverkusen,29969472,135,135,135.0,4.5,4985,4985,1,fit,,,
2,2026-09-07T23:27:17+02:00,2746,Schick,ST,Leverkusen,29969472,377,242,188.5,8.1,9970,4985,1,fit,,,
1,2026-09-02T08:49:13+02:00,2749,Tigges,ST,Paderborn,4171925,32,32,32.0,7.7,2309,2309,4,fit,,,
2,2026-09-07T23:27:17+02:00,2749,Tigges,ST,Paderborn,4171925,71,39,35.5,9.3,4618,2309,4,fit,,,
1,2026-09-02T08:49:13+02:00,2762,Becker,ABW,Schalke,8613546,23,23,23.0,2.7,5695,5695,1,fit,,,
2,2026-09-07T23:27:17+02:00,2762,Becker,ABW,Schalke,8613546,118,95,59.0,11.0,11390,5695,1,fit,,,
1,2026-09-02T08:49:13+02:00,2764,Keitel,MF,Augsburg,1700294,23,23,23.0,13.5,642,642,5,fit,,,
2,2026-09-07T23:27:17+02:00,2764,Keitel,MF,Augsburg,1700294,23,0,11.5,0.0,642,0,5,fit,,,
1,2026-09-02T08:49:13+02:00,2765,Thielmann,MF,Köln,6484446,82,82,82.0,12.6,4282,4282,4,fit,,,
2,2026-09-07T23:27:17+02:00,2765,Thielmann,MF,Köln,6484446,99,17,49.5,2.6,8564,4282,4,fit,,,
1,2026-09-02T08:49:13+02:00,2783,Tapsoba,ABW,Leverkusen,27579198,-26,-26,-26.0,-0.9,5771,5771,1,fit,,,
2,2026-09-07T23:27:17+02:00,2783,Tapsoba,ABW,Leverkusen,27579198,101,127,50.5,4.6,11543,5772,1,fit,,,
1,2026-09-02T08:49:13+02:00,2803,Lemperle,ST,Hoffenheim,11798982,0,0,0.0,0.0,0,0,1,angeschlagen,,,
2,2026-09-07T23:27:17+02:00,2803,Lemperle,ST,Hoffenheim,11798982,128,128,64.0,10.8,5210,5210,1,angeschlagen,,,
1,2026-09-02T08:49:13+02:00,2804,Musiala,MF,Bayern,24564592,0,0,0.0,0.0,0,0,3,fit,,,
2,2026-09-07T23:27:17+02:00,2804,Musiala,MF,Bayern,24564592,38,38,19.0,1.5,2235,2235,3,fit,,,
1,2026-09-02T08:49:13+02:00,2822,Silas,ST,Mainz,855587,0,0,0.0,0.0,0,0,5,verletzt,,,
2,2026-09-07T23:27:17+02:00,2822,Silas,ST,Mainz,855587,0,0,0.0,0.0,0,0,5,verletzt,,,
1,2026-09-02T08:49:13+02:00,2842,Agu,ABW,Bremen,1767486,0,0,0.0,0.0,0,0,5,Aufbautraining,,,
2,2026-09-07T23:27:17+02:00,2842,Agu,ABW,Bremen,1767486,0,0,0.0,0.0,0,0,5,Aufbautraining,,,
1,2026-09-02T08:49:13+02:00,2846,Tillman,MF,Leverkusen,15127318,74,74,74.0,4.9,4046,4046,3,fit,,,
2,2026-09-07T23:27:17+02:00,2846,Tillman,MF,Leverkusen,15127318,172,98,86.0,6.5,8092,4046,3,fit,,,
1,2026-09-02T08:49:13+02:00,2850,Olschowsky,TW,M'gladbach,500000,0,0,0.0,0.0,0,0,5,fit,,,
2,2026-09-07T23:27:17+02:00,2850,Olschowsky,TW,M'gladbach,500000,0,0,0.0,0.0,0,0,5,fit,,,
1,2026-09-02T08:49:13+02:00,2852,Philipp,TW,Hoffenheim,500000,0,0,0.0,0.0,0,0,5,fit,,,
2,2026-09-07T23:27:17+02:00,2852,Philipp,TW,Hoffenheim,500000,0,0,0.0,0.0,0,0,5,fit,,,
1,2026-09-02T08:49:13+02:00,2854,Demirović,ST,Stuttgart,16181075,-4,-4,-4.0,-0.2,1710,1710,3,fit,,,
2,2026-09-07T23:27:17+02:00,2854,Demirović,ST,Stuttgart,16181075,161,165,80.5,10.2,3421,1711,3,fit,,,
1,2026-09-02T08:49:13+02:00,2855,Ache,ST,Köln,14671842,91,91,91.0,6.2,4255,4255,1,fit,,,
2,2026-09-07T23:27:17+02:00,2855,Ache,ST,Köln,14671842,121,30,60.5,2.0,8510,4255,1,fit,,,
1,2026-09-02T08:49:13+02:00,2862,Castrop,MF,M'gladbach,1768859,0,0,0.0,0.0,0,0,5,verletzt,,,
2,2026-09-07T23:27:17+02:00,2862,Castrop,MF,M'gladbach,1768859,0,0,0.0,0.0,0,0,5,verletzt,,,
1,2026-09-02T08:49:13+02:00,2863,Knauff,MF,Frankfurt,3915953,0,0,0.0,0.0,0,0,5,verletzt,,,
2,2026-09-07T23:27:17+02:00,2863,Knauff,MF,Frankfurt,3915953,0,0,0.0,0.0,0,0,5,verletzt,,,
1,2026-09-02T08:49:13+02:00,2864,Collins,ABW,Frankfurt,5554126,0,0,0.0,0.0,0,0,5,Aufbautraining,,,
2,2026-09-07T23:27:17+02:00,2864,Collins,ABW,Frankfurt,5554126,0,0,0.0,0.0,0,0,5,Aufbautraining,,,
1,2026-09-02T08:49:13+02:00,2876,Schallenberg,MF,Schalke,3723833,-54,-54,-54.0,-14.5,3776,3776,5,gesperrt (Rot),,,
2,2026-09-07T23:27:17+02:00,2876,Schallenberg,MF,Schalke,3723833,-54,0,-27.0,0.0,3776,0,5,gesperrt (Rot),,,
1,2026-09-02T08:49:13+02:00,2887,Dōan,MF,Frankfurt,15659830,0,0,0.0,0.0,0,0,2,fit,,,
2,2026-09-07T23:27:17+02:00,2887,Dōan,MF,Frankfurt,15659830,70,70,35.0,4.5,5259,5259,2,fit,,,
1,2026-09-02T08:49:13+02:00,2895,Nebel,MF,Mainz,3729527,0,0,0.0,0.0,0,0,5,verletzt,,,
2,2026-09-07T23:27:17+02:00,2895,Nebel,MF,Mainz,3729527,0,0,0.0,0.0,0,0,5,verletzt,,,
1,2026-09-02T08:49:13+02:00,2897,Reitz,MF,Leipzig,11097098,208,208,208.0,18.7,5072,5072,5,verletzt,,,
2,2026-09-07T23:27:17+02:00,2897,Reitz,MF,Leipzig,11097098,208,0,104.0,0.0,5072,0,5,verletzt,,,
1,2026-09-02T08:49:13+02:00,2928,Petkov,MF,Elversberg,11636637,233,233,233.0,20.0,5869,5869,1,fit,,,
2,2026-09-07T23:27:17+02:00,2928,Petkov,MF,Elversberg,11636637,324,91,162.0,7.8,11739,5870,1,fit,,,
1,2026-09-02T08:49:13+02:00,2939,Dinkçi,MF,Bremen,5649661,-11,-11,-11.0,-1.9,2373,2373,1,fit,,,
2,2026-09-07T23:27:17+02:00,2939,Dinkçi,MF,Bremen,5649661,111,122,55.5,21.6,4747,2374,1,fit,,,
1,2026-09-02T08:49:13+02:00,2941,Scally,ABW,M'gladbach,5388943,-4,-4,-4.0,-0.7,2984,2984,2,fit,,,
2,2026-09-07T23:27:17+02:00,2941,Scally,ABW,M'gladbach,5388943,113,117,56.5,21.7,5969,2985,2,fit,,,
1,2026-09-02T08:49:13+02:00,2967,El-Faouzi,MF,Schalke,12583580,60,60,60.0,4.8,5695,5695,1,fit,,,
2,2026-09-07T23:27:17+02:00,2967,El-Faouzi,MF,Schalke,12583580,151,91,75.5,7.2,11390,5695,1,fit,,,
1,2026-09-02T08:49:13+02:00,2977,Noll,TW,Paderborn,13139206,111,111,111.0,8.4,5727,5727,1,fit,,,
2,2026-09-07T23:27:17+02:00,2977,Noll,TW,Paderborn,13139206,224,113,112.0,8.6,11454,5727,1,fit,,,
1,2026-09-02T08:49:13+02:00,2988,Leweling,MF,Stuttgart,20046155,-3,-3,-3.0,-0.1,1717,1717,3,fit,,,
2,2026-09-07T23:27:17+02:00,2988,Leweling,MF,Stuttgart,20046155,18,21,9.0,1.0,3435,1718,3,fit,,,
1,2026-09-02T08:49:13+02:00,3019,Atubolu,TW,Frankfurt,13253537,130,130,130.0,9.8,5911,5911,1,fit,gekauft,13100025,
1,2026-09-02T08:49:13+02:00,3026,Günther,ABW,Elversberg,8383742,74,74,74.0,8.8,5244,5244,2,fit,,,
2,2026-09-07T23:27:17+02:00,3026,Günther,ABW,Elversberg,8383742,128,54,64.0,6.4,10489,5245,2,fit,,,
1,2026-09-02T08:49:13+02:00,3027,Pieringer,ST,Paderborn,4209319,64,64,64.0,15.2,5266,5266,1,fit,,,
2,2026-09-07T23:27:17+02:00,3027,Pieringer,ST,Paderborn,4209319,65,1,32.5,0.2,10532,5266,1,fit,,,
1,2026-09-02T08:49:13+02:00,3029,Ljubičić,MF,Schalke,7539104,43,43,43.0,5.7,5105,5105,2,fit,,,
2,2026-09-07T23:27:17+02:00,3029,Ljubičić,MF,Schalke,7539104,70,27,35.0,3.6,10211,5106,2,fit,,,
1,2026-09-02T08:49:13+02:00,3041,Widmer,ABW,Mainz,2207000,29,29,29.0,13.1,1324,1324,5,angeschlagen,,,
2,2026-09-07T23:27:17+02:00,3041,Widmer,ABW,Mainz,2207000,29,0,14.5,0.0,1324,0,5,angeschlagen,,,
1,2026-09-02T08:49:13+02:00,3063,Chiarodia,ABW,M'gladbach,3308532,0,0,0.0,0.0,0,0,5,fit,,,
2,2026-09-07T23:27:17+02:00,3063,Chiarodia,ABW,M'gladbach,3308532,0,0,0.0,0.0,0,0,5,fit,,,
1,2026-09-02T08:49:13+02:00,3069,Nmecha,MF,Dortmund,28176077,123,123,123.0,4.4,3746,3746,3,fit,,,
2,2026-09-07T23:27:17+02:00,3069,Nmecha,MF,Dortmund,28176077,174,51,87.0,1.8,7492,3746,3,fit,,,
1,2026-09-02T08:49:13+02:00,3072,Urbig,TW,Bayern,4760540,0,0,0.0,0.0,0,0,4,fit,,,
2,2026-09-07T23:27:17+02:00,3072,Urbig,TW,Bayern,4760540,0,0,0.0,0.0,0,0,4,fit,,,
1,2026-09-02T08:49:13+02:00,3081,Vidović,MF,Paderborn,7769697,72,72,72.0,9.3,5727,5727,1,fit,,,
2,2026-09-07T23:27:17+02:00,3081,Vidović,MF,Paderborn,7769697,74,2,37.0,0.3,11454,5727,1,fit,,,
1,2026-09-02T08:49:13+02:00,3089,Ito,ABW,Bayern,4099926,0,0,0.0,0.0,0,0,5,fit,,,
2,2026-09-07T23:27:17+02:00,3089,Ito,ABW,Bayern,4099926,0,0,0.0,0.0,0,0,5,fit,,,
2,2026-09-07T23:27:17+02:00,3102,Rothe,ABW,Union Berlin,9593032,103,25,51.5,2.6,11810,5905,1,fit,,,
1,2026-09-02T08:49:13+02:00,3120,Bischof,MF,Bayern,18275995,40,40,40.0,2.2,933,933,4,fit,,,
2,2026-09-07T23:27:17+02:00,3120,Bischof,MF,Bayern,18275995,88,48,44.0,2.6,1866,933,4,fit,,,
1,2026-09-02T08:49:13+02:00,3124,Wimmer,MF,Hoffenheim,9516310,76,76,76.0,8.0,4447,4447,3,fit,,,
2,2026-09-07T23:27:17+02:00,3124,Wimmer,MF,Hoffenheim,9516310,88,12,44.0,1.3,8894,4447,3,fit,,,
1,2026-09-02T08:49:13+02:00,3129,Itakura,ABW,M'gladbach,10969977,34,34,34.0,3.1,5845,5845,2,fit,,,
2,2026-09-07T23:27:17+02:00,3129,Itakura,ABW,M'gladbach,10969977,69,35,34.5,3.2,11691,5846,2,fit,,,
1,2026-09-02T08:49:13+02:00,3139,Itten,ST,Bremen,4013603,14,14,14.0,3.5,1650,1650,5,fit,,,
2,2026-09-07T23:27:17+02:00,3139,Itten,ST,Bremen,4013603,35,21,17.5,5.2,3301,1651,5,fit,,,
1,2026-09-02T08:49:13+02:00,3143,Jakić,MF,Augsburg,3827193,0,0,0.0,0.0,0,0,5,fit,,,
2,2026-09-07T23:27:17+02:00,3143,Jakić,MF,Augsburg,3827193,0,0,0.0,0.0,0,0,5,fit,,,
1,2026-09-02T08:49:13+02:00,3158,Asllani,ST,Hoffenheim,17420565,0,0,0.0,0.0,0,0,5,angeschlagen,,,
2,2026-09-07T23:27:17+02:00,3158,Asllani,ST,Hoffenheim,17420565,0,0,0.0,0.0,0,0,5,angeschlagen,,,
1,2026-09-02T08:49:13+02:00,3166,Topp,ST,Bremen,500000,0,0,0.0,0.0,0,0,5,verletzt,,,
2,2026-09-07T23:27:17+02:00,3166,Topp,ST,Bremen,500000,0,0,0.0,0.0,0,0,5,verletzt,,,
1,2026-09-02T08:49:13+02:00,3176,Ibrahimović,MF,Augsburg,6254218,0,0,0.0,0.0,0,0,3,fit,,,
2,2026-09-07T23:27:17+02:00,3176,Ibrahimović,MF,Augsburg,6254218,181,181,90.5,28.9,3743,3743,3,fit,,,
1,2026-09-02T08:49:13+02:00,3187,Schäfer,MF,Union Berlin,4237588,37,37,37.0,8.7,2483,2483,3,fit,,,
2,2026-09-07T23:27:17+02:00,3187,Schäfer,MF,Union Berlin,4237588,29,-8,14.5,-1.9,4966,2483,3,fit,,,
1,2026-09-02T08:49:13+02:00,3190,Chabot,ABW,Stuttgart,22906280,17,17,17.0,0.7,5094,5094,2,fit,,,
2,2026-09-07T23:27:17+02:00,3190,Chabot,ABW,Stuttgart,22906280,187,170,93.5,7.4,10189,5095,2,fit,,,
1,2026-09-02T08:49:13+02:00,3193,Tiago Tomás,ST,Stuttgart,7748495,35,35,35.0,4.5,3780,3780,5,verletzt,,,
2,2026-09-07T23:27:17+02:00,3193,Tiago Tomás,ST,Stuttgart,7748495,35,0,17.5,0.0,3780,0,5,verletzt,,,
1,2026-09-02T08:49:13+02:00,32,Karius,TW,Schalke,16655103,142,142,142.0,8.5,5695,5695,1,fit,,,
2,2026-09-07T23:27:17+02:00,32,Karius,TW,Schalke,16655103,265,123,132.5,7.4,11390,5695,1,fit,,,
1,2026-09-02T08:49:13+02:00,3204,Conté,ST,Hoffenheim,9856162,106,106,106.0,10.8,3584,3584,3,fit,,,
2,2026-09-07T23:27:17+02:00,3204,Conté,ST,Hoffenheim,9856162,94,-12,47.0,-1.2,7169,3585,3,fit,,,
1,2026-09-02T08:49:13+02:00,3209,Engelhardt,MF,Freiburg,11781175,71,71,71.0,6.0,5324,5324,1,fit,,,
2,2026-09-07T23:27:17+02:00,3209,Engelhardt,MF,Freiburg,11781175,125,54,62.5,4.6,10648,5324,1,fit,,,
1,2026-09-02T08:49:13+02:00,3218,Backhaus,TW,Freiburg,15105739,71,71,71.0,4.7,5714,5714,1,fit,,,
2,2026-09-07T23:27:17+02:00,3218,Backhaus,TW,Freiburg,15105739,210,139,105.0,9.2,11429,5715,1,fit,,,
1,2026-09-02T08:49:13+02:00,3228,Njinmah,ST,Bremen,4704334,2,2,2.0,0.4,3750,3750,5,verletzt,,,
2,2026-09-07T23:27:17+02:00,3228,Njinmah,ST,Bremen,4704334,2,0,1.0,0.0,3750,0,5,verletzt,,,
1,2026-09-02T08:49:13+02:00,3232,Pfeiffer,ST,Elversberg,1630777,0,0,0.0,0.0,0,0,5,fit,,,
2,2026-09-07T23:27:17+02:00,3232,Pfeiffer,ST,Elversberg,1630777,0,0,0.0,0.0,0,0,5,fit,,,
1,2026-09-02T08:49:13+02:00,3277,Muheim,ABW,Hamburg,4341970,0,0,0.0,0.0,0,0,4,fit,,,
2,2026-09-07T23:27:17+02:00,3277,Muheim,ABW,Hamburg,4341970,0,0,0.0,0.0,0,0,4,fit,,,
1,2026-09-02T08:49:13+02:00,3281,Reis,MF,Bremen,9186339,29,29,29.0,3.2,5562,5562,2,fit,,,
2,2026-09-07T23:27:17+02:00,3281,Reis,MF,Bremen,9186339,126,97,63.0,10.6,11125,5563,2,fit,,,
1,2026-09-02T08:49:13+02:00,3284,Rohr,ABW,Elversberg,10315645,87,87,87.0,8.4,5442,5442,1,fit,,,
2,2026-09-07T23:27:17+02:00,3284,Rohr,ABW,Elversberg,10315645,202,115,101.0,11.1,10884,5442,1,fit,,,
1,2026-09-02T08:49:13+02:00,3304,Matanović,ST,Freiburg,21634664,291,291,291.0,13.5,5102,5102,1,fit,,,
2,2026-09-07T23:27:17+02:00,3304,Matanović,ST,Freiburg,21634664,487,196,243.5,9.1,10204,5102,1,fit,,,
1,2026-09-02T08:49:13+02:00,3307,Bachmann,MF,Schalke,1449754,0,0,0.0,0.0,0,0,5,fit,,,
2,2026-09-07T23:27:17+02:00,3307,Bachmann,MF,Schalke,1449754,0,0,0.0,0.0,0,0,5,fit,,,
1,2026-09-02T08:49:13+02:00,3318,Königsdörffer,ST,Mainz,4720526,17,17,17.0,3.6,1580,1580,5,fit,,,
2,2026-09-07T23:27:17+02:00,3318,Königsdörffer,ST,Mainz,4720526,149,132,74.5,28.0,3160,1580,5,fit,,,
1,2026-09-02T08:49:13+02:00,3336,Marino,ST,Paderborn,5145032,35,35,35.0,6.8,2410,2410,4,fit,,,
2,2026-09-07T23:27:17+02:00,3336,Marino,ST,Paderborn,5145032,31,-4,15.5,-0.8,4820,2410,4,fit,,,
1,2026-09-02T08:49:13+02:00,3350,Keidel,ABW,Elversberg,8809838,66,66,66.0,7.5,5869,5869,1,fit,,,
2,2026-09-07T23:27:17+02:00,3350,Keidel,ABW,Elversberg,8809838,250,184,125.0,20.9,11739,5870,1,fit,,,
1,2026-09-02T08:49:13+02:00,3364,Klaus,TW,Union Berlin,3060245,0,0,0.0,0.0,0,0,5,fit,,,
2,2026-09-07T23:27:17+02:00,3364,Klaus,TW,Union Berlin,3060245,0,0,0.0,0.0,0,0,5,fit,,,
1,2026-09-02T08:49:13+02:00,3419,Raab,TW,Union Berlin,5176132,9,9,9.0,1.7,6161,6161,5,fit,,,
2,2026-09-07T23:27:17+02:00,3419,Raab,TW,Union Berlin,5176132,9,0,4.5,0.0,6161,0,5,fit,,,
1,2026-09-02T08:49:13+02:00,3450,Kolke,TW,Bremen,500000,0,0,0.0,0.0,0,0,5,fit,,,
2,2026-09-07T23:27:17+02:00,3450,Kolke,TW,Bremen,500000,0,0,0.0,0.0,0,0,5,fit,,,
1,2026-09-02T08:49:13+02:00,3453,Köhn,ABW,Union Berlin,1928268,19,19,19.0,9.9,811,811,5,fit,,,
2,2026-09-07T23:27:17+02:00,3453,Köhn,ABW,Union Berlin,1928268,19,0,9.5,0.0,811,0,5,fit,,,
1,2026-09-02T08:49:13+02:00,3471,Hložek,ST,Hoffenheim,8930670,47,47,47.0,5.3,3929,3929,3,fit,,,
2,2026-09-07T23:27:17+02:00,3471,Hložek,ST,Hoffenheim,8930670,66,19,33.0,2.1,7858,3929,3,fit,,,
1,2026-09-02T08:49:13+02:00,3481,Stage,MF,Bremen,13592273,0,0,0.0,0.0,0,0,5,verletzt,,,
2,2026-09-07T23:27:17+02:00,3481,Stage,MF,Bremen,13592273,0,0,0.0,0.0,0,0,5,verletzt,,,
1,2026-09-02T08:49:13+02:00,3491,Klaas,MF,Paderborn,1870117,0,0,0.0,0.0,0,0,5,fit,,,
2,2026-09-07T23:27:17+02:00,3491,Klaas,MF,Paderborn,1870117,0,0,0.0,0.0,0,0,5,fit,,,
1,2026-09-02T08:49:13+02:00,3492,Hoffmeier,ABW,Paderborn,3635944,0,0,0.0,0.0,0,0,5,fit,,,
2,2026-09-07T23:27:17+02:00,3492,Hoffmeier,ABW,Paderborn,3635944,0,0,0.0,0.0,0,0,5,fit,,,
1,2026-09-02T08:49:13+02:00,3516,Leopold,MF,M'gladbach,4768714,0,0,0.0,0.0,0,0,5,verletzt,,,
2,2026-09-07T23:27:17+02:00,3516,Leopold,MF,M'gladbach,4768714,0,0,0.0,0.0,0,0,5,verletzt,,,
1,2026-09-02T08:49:13+02:00,3543,Brown,ABW,Bayern,28221657,60,60,60.0,2.1,3263,3263,3,fit,,,
2,2026-09-07T23:27:17+02:00,3543,Brown,ABW,Bayern,28221657,136,76,68.0,2.7,6526,3263,3,fit,,,
1,2026-09-02T08:49:13+02:00,3559,Ulrich,MF,Paderborn,7328918,44,44,44.0,6.0,4516,4516,2,fit,,,
